accuracy,loss,val_accuracy,val_loss
0.3463999927043915,1.797577977180481,0.47510001063346863,1.4880520105361938
0.47442498803138733,1.4955599308013916,0.5770999789237976,1.2538580894470215
0.531624972820282,1.3585749864578247,0.6240000128746033,1.1209954023361206
0.5720999836921692,1.27248215675354,0.6507999897003174,1.0483852624893188
0.5968250036239624,1.2117570638656616,0.6240000128746033,1.1259393692016602
0.6196500062942505,1.1644505262374878,0.6608999967575073,1.0588154792785645
0.6366249918937683,1.126232624053955,0.6834999918937683,0.9821603298187256
0.6500499844551086,1.0970263481140137,0.7116000056266785,0.9187516570091248
0.6592749953269958,1.072199821472168,0.7177000045776367,0.9094053506851196
0.6702250242233276,1.0441079139709473,0.6937999725341797,0.980316698551178
0.6780499815940857,1.0256412029266357,0.7354000210762024,0.8616474866867065
0.6851999759674072,1.0123013257980347,0.722100019454956,0.9001885652542114
0.6953750252723694,0.9950157403945923,0.7218999862670898,0.8998191356658936
0.6996250152587891,0.98568195104599,0.7383000254631042,0.8672388792037964
0.7025250196456909,0.9717649221420288,0.7293000221252441,0.9003571271896362
0.7105749845504761,0.9586701989173889,0.7354999780654907,0.8819589614868164
