accuracy,loss,val_accuracy,val_loss
0.4167500138282776,1.6244208812713623,0.5259000062942505,1.3442566394805908
0.5582249760627747,1.2757354974746704,0.608299970626831,1.1328649520874023
0.6127499938011169,1.1442487239837646,0.6305000185966492,1.1001667976379395
0.6433249711990356,1.0589337348937988,0.6833000183105469,0.9753800630569458
0.6714500188827515,0.9988006949424744,0.6629999876022339,1.0341135263442993
0.6863499879837036,0.9595670104026794,0.6959999799728394,0.9637786149978638
0.6983500123023987,0.9356518387794495,0.7265999913215637,0.8723443150520325
0.7123749852180481,0.9032527208328247,0.7343000173568726,0.8406400680541992
0.7225000262260437,0.8802645802497864,0.7286999821662903,0.8671330213546753
0.7296000123023987,0.8624263405799866,0.73580002784729,0.8575601577758789
0.739425003528595,0.8400901556015015,0.7494999766349792,0.8264820575714111
0.7441250085830688,0.827434778213501,0.7384999990463257,0.853681743144989
0.7505499720573425,0.8111352324485779,0.7383000254631042,0.8785412907600403
0.758650004863739,0.7946879863739014,0.7663999795913696,0.783890426158905
0.7631750106811523,0.7838613390922546,0.7634000182151794,0.8065544366836548
0.7633500099182129,0.7819880843162537,0.7558000087738037,0.8204293847084045
0.7701249718666077,0.7695205807685852,0.7821999788284302,0.7502680420875549
0.7749750018119812,0.7568165063858032,0.7774999737739563,0.7627541422843933
0.7761750221252441,0.755545973777771,0.7635999917984009,0.8296491503715515
0.7837250232696533,0.7389167547225952,0.7919999957084656,0.7261291742324829
0.7850750088691711,0.7370874285697937,0.7738000154495239,0.8056425452232361
0.788349986076355,0.7226104140281677,0.782800018787384,0.7559037804603577
0.7890750169754028,0.7236687541007996,0.7856000065803528,0.7486656904220581
0.7925500273704529,0.7125851511955261,0.7889000177383423,0.7501358389854431
0.7946500182151794,0.7087026238441467,0.7623000144958496,0.8275877237319946
