accuracy,loss,val_accuracy,val_loss
0.3536750078201294,1.7569591999053955,0.5044000148773193,1.39052152633667
0.5109500288963318,1.3814648389816284,0.5981000065803528,1.1679682731628418
0.5770249962806702,1.2278540134429932,0.6373000144958496,1.0815547704696655
0.6199749708175659,1.130861759185791,0.6704000234603882,0.9977817535400391
0.6539750099182129,1.0537679195404053,0.6931999921798706,0.9453123807907104
0.6742500066757202,0.9982442259788513,0.703499972820282,0.9270448088645935
0.6950500011444092,0.9496077299118042,0.7174999713897705,0.8888235092163086
0.7104499936103821,0.9072033166885376,0.720300018787384,0.8874258995056152
0.7232000231742859,0.8752127885818481,0.7245000004768372,0.8884146213531494
0.7373250126838684,0.8450689315795898,0.736299991607666,0.8664425015449524
0.7480250000953674,0.8219912052154541,0.7389000058174133,0.8689599633216858
0.7562749981880188,0.8002695441246033,0.7422999739646912,0.8585298657417297
0.7642250061035156,0.7822625637054443,0.7468000054359436,0.8669441342353821
0.7763000130653381,0.7510053515434265,0.7470999956130981,0.8915842771530151
0.7826250195503235,0.740527331829071,0.7437999844551086,0.8932758569717407
0.7893750071525574,0.719634473323822,0.7480000257492065,0.8983229398727417
0.7959250211715698,0.7031012177467346,0.7462000250816345,0.898625373840332
